label,CONTRAST0,HOMOGENITY0,ENTROPY0,ENERGY0,CONTRAST45,HOMOGENITY45,ENTROPY45,ENERGY45,CONTRAST90,HOMOGENITY90,ENTROPY90,ENERGY90,CONTRAST135,HOMOGENITY135,ENTROPY135,ENERGY135
1,4.552288386,0.644010261,3.61497874,0.064522396,5.095604191,0.625877177,3.652355993,0.061951042,2.174151083,0.68892962,3.455846515,0.070649677,5.091636183,0.63020078,3.65259028,0.062271838
1,3.300935039,0.78496675,3.011607667,0.173186777,5.322400645,0.753999424,3.127793961,0.164812315,4.346579724,0.77028001,3.072446928,0.168263474,5.823919648,0.748376693,3.145396383,0.163225907
1,3.328125,0.785722535,2.971865426,0.182995099,5.372868746,0.7542167,3.086181809,0.175032099,4.362942913,0.770463439,3.032681185,0.178490497,5.8498357,0.751009986,3.097675258,0.173614876
1,3.43257874,0.786071307,2.945865724,0.189869974,5.390662781,0.755852512,3.051265621,0.182225478,4.253875492,0.77401465,2.994296221,0.186306418,5.711513423,0.754291041,3.060028283,0.181270524
1,3.374446358,0.779573452,2.947368818,0.200532739,5.000062,0.755515302,3.034622544,0.19425902,3.779896654,0.774638921,2.965557304,0.198528915,5.296670593,0.753299777,3.043882362,0.192846254
1,4.344549705,0.729661915,3.599405476,0.062661812,5.088040176,0.709835608,3.673410222,0.059359111,1.688422736,0.773348237,3.450859675,0.067544397,5.103788208,0.704719468,3.686789019,0.058579569
1,2.850578248,0.74147554,3.533399894,0.065742318,3.35488871,0.714539368,3.611564148,0.062118502,1.628813976,0.764684279,3.430378162,0.069714125,3.559365119,0.71000707,3.633937143,0.061038196
1,2.889025591,0.750068209,3.431838526,0.063843617,3.734701469,0.722424192,3.522937574,0.059247394,1.985420768,0.762605711,3.358696472,0.066323002,3.906937814,0.718468876,3.531291009,0.059065678
1,6.564037894,0.719145387,2.927442566,0.1918337,8.077376155,0.707700087,2.965870785,0.186938323,4.964628445,0.724337817,2.888036389,0.19327502,7.694587389,0.706842904,2.961773626,0.186946434
1,3.37949065,0.639606326,3.962605373,0.035787975,4.039680079,0.622960651,4.026653129,0.033957444,2.024114173,0.674647486,3.819889409,0.039135786,4.147064294,0.617958906,4.037153023,0.033428859
1,4.087721457,0.703678469,3.481742825,0.063729605,5.26523653,0.685704264,3.549728577,0.060661071,2.485605315,0.734323066,3.361148527,0.069136725,5.408580817,0.679792395,3.555290109,0.059837763
1,4.618356299,0.76865335,2.97429507,0.124966359,6.250356501,0.744849638,3.056527054,0.11811714,3.246801181,0.784302919,2.905151818,0.12993203,6.467418935,0.747940369,3.049393076,0.118773544
1,4.718996063,0.648744866,3.906590316,0.039429676,5.315580631,0.631230267,3.956293606,0.037200476,3.864419291,0.680262102,3.795214963,0.043223889,5.327794656,0.630938676,3.958087275,0.037030732
1,6.623708169,0.686279207,3.919277623,0.041495063,9.964597929,0.628057742,4.080674209,0.0369124,6.40871063,0.673195702,3.918099357,0.042021458,9.968193936,0.627130809,4.087965605,0.037216021
1,3.244525098,0.738717094,3.33527381,0.063717672,3.87004774,0.714878217,3.403443952,0.060427485,1.991941437,0.754541178,3.270352971,0.066324932,3.988839978,0.716516123,3.409248822,0.060592167
1,2.442544291,0.68004608,3.327123717,0.087363136,2.997457995,0.653838306,3.401244979,0.081465843,1.846149114,0.678349616,3.293402472,0.084586297,3.07483415,0.646190276,3.41390657,0.079576961
1,3.439653051,0.692310613,3.346712487,0.058438578,4.107942216,0.668585827,3.401976042,0.055141705,2.636872539,0.696552252,3.309778855,0.059465714,4.148800298,0.666835832,3.408147278,0.05497917
1,2.997416339,0.673167087,3.514262819,0.050596988,3.441440883,0.658701307,3.551018379,0.048518318,1.980930118,0.688022759,3.440282278,0.052085748,3.639221278,0.654893077,3.566495058,0.04812832
1,4.545214075,0.7094699,3.07059003,0.146631374,5.437906876,0.695058168,3.120685701,0.140739793,3.097194882,0.722942522,3.007757698,0.14956262,5.394010788,0.697842421,3.118429216,0.141765594
1,6.580954724,0.562436309,4.065905347,0.032454607,7.310868622,0.551738068,4.106225954,0.031389763,5.243171752,0.575673147,4.012495823,0.033726891,7.394382789,0.553169165,4.10682698,0.031435508
1,6.140501969,0.56430241,4.146541984,0.033073624,6.887469775,0.544382734,4.198629644,0.031385826,4.978531004,0.570044916,4.100308885,0.033550122,6.843139686,0.547809123,4.193129865,0.03160801
1,4.881151575,0.552247749,4.31394498,0.024551586,5.893483787,0.536391797,4.371027505,0.023319083,4.283833661,0.554252363,4.277061955,0.02481659,5.757579515,0.537888742,4.367524829,0.023373266
1,2.406926673,0.674697211,3.142017114,0.102348156,2.614545229,0.664662778,3.166795546,0.100103042,2.235605315,0.680094508,3.122208716,0.102551425,2.817967636,0.657802762,3.187292455,0.098267909
1,5.140686516,0.561769507,3.963650364,0.042805809,5.551925104,0.551370654,4.005045633,0.041095784,4.513287402,0.569417665,3.926196141,0.04364478,5.706801414,0.547272191,4.015577412,0.040362949
1,1.697650098,0.738514042,3.28934256,0.078479268,2.047306095,0.715605601,3.345014913,0.07481915,0.919475886,0.825839656,3.011456174,0.112700226,2.087730175,0.721857734,3.336215829,0.077941229
1,3.072281004,0.73175348,3.499510687,0.072078877,3.627193254,0.720771613,3.538569299,0.071440795,1.395300197,0.801402902,3.243892647,0.093762808,3.448632897,0.720560528,3.530504791,0.07098699
1,5.742433563,0.681054225,3.812137009,0.047235885,8.308388617,0.644647648,3.915943188,0.042864304,7.09288878,0.685231848,3.782032096,0.048024702,8.930993862,0.6425141,3.928993504,0.042677604
1,7.446973425,0.671629769,3.859495964,0.043250237,9.627007254,0.640984477,3.950654957,0.039728895,6.437253937,0.684574136,3.794810054,0.045601791,10.20683241,0.640150827,3.960318616,0.039645445
1,4.61632628,0.677911994,3.539218874,0.076233896,6.065658131,0.655938162,3.612365356,0.074216599,3.499692421,0.693725011,3.461694265,0.079673722,6.288796578,0.650910079,3.623503386,0.074048139
1,4.765748031,0.638604357,3.879265635,0.044133803,6.309566619,0.609997501,3.959871958,0.042216195,3.584092028,0.652837601,3.803132124,0.04543163,6.567301135,0.610573761,3.970535039,0.042030608
1,7.990465059,0.724268283,3.076889965,0.183595224,9.367288735,0.71123847,3.113114811,0.180765329,6.513656496,0.737275767,3.009800466,0.188680182,9.481988964,0.712547093,3.114074332,0.180698464
1,8.115280512,0.774354526,2.606549202,0.303959309,8.409138818,0.771436361,2.612049459,0.303394153,5.901267224,0.79698684,2.520838762,0.311318017,8.706367413,0.770944986,2.618311569,0.303535613
1,9.959399606,0.694672203,3.093421893,0.18996624,10.79050158,0.688638191,3.119849604,0.186491107,6.54195374,0.712951953,3.019504262,0.198064011,10.96230392,0.687266113,3.127385094,0.185531177
1,9.253137303,0.667541581,3.26803179,0.183512193,10.58825718,0.659666578,3.305827837,0.178434938,7.222256398,0.684116086,3.202472129,0.190471698,10.71417943,0.658710831,3.307857848,0.179248551
1,6.411294291,0.617195552,4.151596062,0.029888485,10.01066402,0.568058397,4.292449541,0.026355373,8.105622539,0.606096504,4.161860189,0.029809687,10.37789076,0.566263437,4.308193677,0.026009679
1,7.585752953,0.632703212,4.066131323,0.033200542,10.29288859,0.596584167,4.172478233,0.030448751,6.55714813,0.633172672,4.018214002,0.034827917,10.37255875,0.597289595,4.179951557,0.030263547
1,5.858698327,0.642216551,4.057301083,0.033468849,7.84512369,0.609279706,4.159038499,0.030415093,6.141363189,0.650207907,4.011833546,0.034283785,8.402380805,0.607053919,4.170583095,0.029982182
1,7.017408957,0.638925583,3.991138535,0.036933796,9.203484407,0.613604469,4.07203141,0.03426085,6.017839567,0.660223856,3.881359149,0.040452493,9.813999628,0.606577883,4.09090168,0.033934201
1,4.693897638,0.694514962,3.191762128,0.097633295,5.632339265,0.679445862,3.238803843,0.093333389,3.462598425,0.705504785,3.145421228,0.100675422,5.721309443,0.675961862,3.246883428,0.092261714
1,3.079478346,0.65851692,3.299277191,0.066815642,3.580321161,0.645369504,3.341600392,0.064412353,2.082861713,0.678994531,3.226624201,0.069667222,3.723727447,0.647158554,3.345810768,0.064243618
1,2.593626969,0.63459545,3.471709273,0.053869383,3.16479633,0.619466569,3.525167526,0.051471787,2.263902559,0.631690321,3.453017068,0.05345721,3.229028458,0.619819575,3.528584956,0.051344817
1,4.269869587,0.695087868,3.388762613,0.11389553,5.06981214,0.683476681,3.428885872,0.11158178,2.880413386,0.715270587,3.304234804,0.118166711,5.328352657,0.683692679,3.43389593,0.110962482
1,3.937623031,0.711526587,3.301762372,0.107911078,4.613305227,0.700372248,3.345440929,0.105083975,2.288508858,0.741194232,3.185378077,0.113741496,5.022630045,0.698097384,3.358873536,0.104202527
1,4.720718504,0.71838327,3.311152574,0.084935156,7.467666935,0.672639046,3.444356997,0.076220355,5.672367126,0.707900035,3.333569726,0.083857404,7.546469093,0.672534247,3.44572219,0.077008238
1,3.436700295,0.801838404,2.822019379,0.166588396,8.116994234,0.753069474,3.024263471,0.14763194,7.509657972,0.767592221,2.979709685,0.151598859,8.159402319,0.752826599,3.026616502,0.147929407
1,3.295152559,0.861068478,2.227769905,0.297728609,6.991381983,0.824568374,2.384173303,0.276910899,6.465674213,0.836924997,2.335252967,0.283691843,7.208382417,0.823768792,2.386585253,0.278053197
1,3.19574311,0.742141249,3.933166243,0.045394707,6.207762416,0.688933547,4.114673595,0.040843259,4.738681102,0.724433831,3.968762692,0.045308498,6.510571021,0.686447662,4.129985665,0.041029975
1,3.192974902,0.745798926,3.906338028,0.043661287,6.126108252,0.698037645,4.073621731,0.039280728,4.683809055,0.730674536,3.927419386,0.042925451,6.348316697,0.69398226,4.078970094,0.039337872
1,2.470226378,0.768421275,3.518401961,0.055114771,4.714365429,0.720037757,3.694343792,0.048025383,3.183316929,0.75650077,3.541094362,0.0538801,4.665509331,0.714851203,3.698752291,0.047387188
1,3.318774606,0.743225433,3.621508057,0.049765016,4.712009424,0.706640154,3.742466597,0.044571087,2.609251969,0.760124458,3.543777471,0.052387925,4.947733895,0.703596839,3.755979473,0.044292329
0,3.446112205,0.736333941,3.508587898,0.057584252,5.367350735,0.692300472,3.650225754,0.051304067,3.803641732,0.72424914,3.532994873,0.05597549,5.412734825,0.694117709,3.647679938,0.051679825
0,3.18054872,0.774583287,3.107868213,0.09567599,4.159650319,0.738475763,3.215263005,0.087008696,2.334522638,0.761536903,3.113850523,0.092457335,4.152086304,0.737629431,3.210536041,0.087228993
0,5.313299705,0.678459693,3.562761798,0.059369143,7.43976688,0.639799267,3.670358176,0.053844152,5.383796752,0.656790145,3.595905709,0.056728836,7.423770848,0.638164517,3.672427703,0.053716269
0,6.445127953,0.64145141,3.733845264,0.054415243,8.338148676,0.615157199,3.8186788,0.050810695,5.995324803,0.633951984,3.735461097,0.053916968,8.431272863,0.60781023,3.83050514,0.049795954
0,3.439714567,0.770347257,3.072063403,0.14776683,4.22506045,0.733961292,3.19653579,0.136324917,2.60691437,0.768086827,3.068365469,0.145894818,4.298716597,0.738185432,3.186844883,0.137732045
0,3.736281988,0.780976016,2.980877608,0.161581763,4.516027032,0.742052635,3.11232847,0.148423084,2.829601378,0.768601998,3.003814465,0.156081545,4.761423523,0.741961604,3.115653305,0.148339464
0,4.305241142,0.732725496,3.229523433,0.119698783,5.682373365,0.708159523,3.323289641,0.111577253,3.909879429,0.747588903,3.179900671,0.122967708,6.02523405,0.706235516,3.331331964,0.111476604
0,3.421075295,0.769885266,3.058096523,0.150669976,4.229524459,0.735866575,3.17871594,0.139951559,2.699126476,0.768420536,3.054550383,0.148910245,4.326492653,0.739377696,3.170999328,0.140774739
0,3.668184055,0.781792231,2.961744013,0.164930948,4.508463017,0.743729981,3.097120796,0.151465813,2.88035187,0.766757852,2.99562996,0.158258923,4.72992746,0.742457924,3.101935764,0.151243663
0,2.76808563,0.763576596,3.300438964,0.092831347,3.896211792,0.735125574,3.406273275,0.086375992,2.448080709,0.767953484,3.274263008,0.09328684,4.287804576,0.721555498,3.449843605,0.083926862
0,3.181471457,0.742081355,3.422166633,0.087476979,4.363196726,0.709946763,3.537214356,0.08168713,2.510088583,0.757232695,3.359348367,0.090860924,4.457808916,0.712767567,3.533449654,0.081325183
0,3.063730315,0.744632362,3.409745767,0.095134988,4.093992188,0.71517439,3.51863144,0.08848238,2.333292323,0.758879131,3.353840477,0.097522067,4.127348255,0.712460222,3.525089799,0.088699213
0,1.984128937,0.701652101,3.340111819,0.071554279,2.655341311,0.669220308,3.430236635,0.065485687,2.158341535,0.693908101,3.360039545,0.069577418,2.781139562,0.668470261,3.439105891,0.065471151
0,2.194082185,0.80106951,2.946120098,0.115000435,3.340938682,0.768273957,3.060350216,0.105696408,2.44199065,0.794101064,2.955517401,0.112791502,3.363134726,0.769980768,3.059830421,0.106404141
0,3.010088583,0.774697169,3.356751738,0.080172374,4.820447641,0.724883706,3.515172021,0.071516666,3.274052657,0.765063888,3.380035693,0.078027633,5.027280055,0.726172545,3.519826786,0.071645053
0,3.519992618,0.765162864,3.548633812,0.062183858,5.505611011,0.728546009,3.682104195,0.056473969,4.15581939,0.759322174,3.563454456,0.061898857,6.20980842,0.715508308,3.721908622,0.055090116
0,3.300381398,0.694068133,3.502021809,0.052861876,4.452662905,0.668152638,3.592574471,0.048951827,3.12253937,0.697943488,3.493505078,0.053176877,4.504433009,0.674432411,3.580116006,0.049581077
0,5.513348917,0.606613951,3.801206368,0.04938788,8.038316077,0.576825496,3.873013496,0.046525894,6.120878445,0.602331104,3.783371041,0.049970974,8.820261641,0.566868966,3.898174062,0.045427063
0,3.043614665,0.72309171,3.488881052,0.068612051,3.760741521,0.699187763,3.563732227,0.06458756,2.39554626,0.737766108,3.422545496,0.071533447,3.812325625,0.699614822,3.565372173,0.064334218
0,2.932640256,0.726614085,3.436829239,0.070511599,3.53499907,0.702900354,3.509744856,0.066182837,2.156065453,0.746858501,3.357433492,0.074231692,3.549631099,0.707887357,3.499870533,0.066916725
0,2.877706693,0.75945027,3.294075633,0.077951501,4.290904582,0.721905156,3.415755287,0.071561839,2.869340551,0.761406366,3.277802045,0.079055248,4.387996776,0.718479532,3.424462675,0.071007217
0,2.902743602,0.725040928,3.657831697,0.063097391,4.133300267,0.67943362,3.808584448,0.056001213,2.899667815,0.719803248,3.66196074,0.062259244,4.217992436,0.678599191,3.816317571,0.055096643
0,2.51316437,0.752902413,3.546884489,0.067631479,3.903217806,0.701875204,3.72787942,0.058619141,2.685962106,0.736026768,3.597312982,0.063947463,3.860561721,0.700131072,3.72975744,0.058585837
0,3.014702264,0.791581539,3.213802944,0.082811988,5.16498233,0.741860651,3.402740751,0.07274338,3.617310531,0.767716588,3.300182204,0.076721006,5.396118792,0.736573817,3.419817304,0.07168834
0,2.490465059,0.757481776,3.284389607,0.089304492,4.417756836,0.718476652,3.433523334,0.081827113,3.355622539,0.744267974,3.339082288,0.087391771,4.266104532,0.725633274,3.409788235,0.083600042
0,2.596825787,0.757180211,3.293133717,0.084355863,3.907681815,0.725745698,3.41314995,0.078172954,2.830216535,0.763079638,3.302667882,0.085366179,4.241986484,0.730191929,3.413793604,0.078508089
0,5.333415354,0.703106223,3.448820062,0.07020385,6.796267593,0.675237703,3.535129443,0.064073997,4.589874508,0.713398173,3.400516087,0.071798607,7.217744435,0.668421204,3.54964489,0.06333128
0,3.795583169,0.754606542,3.128470826,0.098243887,5.000062,0.723121999,3.213058492,0.091125046,3.002522146,0.747702804,3.117114246,0.096598772,5.035278071,0.722536514,3.219307159,0.089566221
0,4.218565453,0.693825325,3.618366679,0.055838188,6.042594085,0.658078697,3.724074143,0.051264414,4.170275591,0.688929359,3.606764482,0.055840969,6.000434001,0.655456232,3.724505097,0.051084062
0,3.767716535,0.740262115,3.232135625,0.082889038,5.277326555,0.706512882,3.328579,0.076895153,3.319943406,0.739714351,3.218679514,0.083459181,5.026908054,0.709678289,3.318512808,0.078135675
0,3.761441929,0.646907455,3.542823672,0.0534781,4.370946742,0.621481677,3.595598476,0.050179348,3.024175689,0.649553463,3.508448013,0.053894709,4.65496931,0.619849995,3.607531227,0.050201401
0,3.990465059,0.707898056,3.600709624,0.05748536,5.405294811,0.683591123,3.682446058,0.054223856,3.326833169,0.721983589,3.527740394,0.060960803,5.42513485,0.678838864,3.691916232,0.053757896
0,4.076279528,0.722547081,3.40083349,0.058604437,5.422468845,0.689471874,3.500952781,0.053976497,2.920829232,0.729337981,3.362062526,0.060331186,5.381052762,0.6925612,3.49582966,0.054434304
0,6.173043799,0.657356291,3.618948725,0.052099513,7.313596627,0.634826598,3.685174989,0.048960192,5.281126969,0.666317197,3.586119025,0.053852616,7.671833344,0.639259787,3.688148947,0.049377333
0,5.807271161,0.6459655,3.501205507,0.059813969,7.578213156,0.624492601,3.565204685,0.056480698,5.529650591,0.651979024,3.481887833,0.060735971,7.597185194,0.620658295,3.571304188,0.056113789
0,6.769192913,0.595533004,3.781140401,0.042598113,8.212536425,0.576936835,3.830974126,0.040438717,6.241510827,0.601968725,3.750798106,0.04349548,8.354516709,0.570615935,3.837217503,0.039936133
0,6.040969488,0.610542255,3.736815341,0.043410317,7.415958832,0.580873323,3.801082327,0.04059689,5.909325787,0.608975112,3.72681082,0.043291698,7.675987352,0.579264714,3.807484274,0.040169449
0,2.220410925,0.734647525,3.429293879,0.083794554,3.113956228,0.70750403,3.519915292,0.078675286,2.162893701,0.75641884,3.3511959,0.086292648,3.273668547,0.703528436,3.532503091,0.078592784
0,2.950971949,0.713098711,3.630847131,0.058558752,4.177196354,0.685592436,3.727067225,0.054799947,2.885027067,0.728750332,3.571165962,0.060493382,4.382416765,0.681905079,3.742987568,0.053747257
0,5.215305118,0.674119411,3.531467554,0.059601148,6.33492467,0.65398888,3.583399238,0.056252989,4.215182087,0.691247506,3.478230942,0.061163855,5.907619815,0.661731007,3.572213532,0.056896782
0,4.136441929,0.690760886,3.634097179,0.059698044,5.575361151,0.655755492,3.73802232,0.055324582,3.802595965,0.681567659,3.639238313,0.058818092,5.707173414,0.654474866,3.744767598,0.055157561
0,3.616387795,0.703158847,3.627994888,0.059675129,4.774629549,0.672570064,3.725702302,0.055178006,3.462352362,0.698098936,3.627239606,0.058952701,5.220410441,0.66994165,3.741499815,0.055024751
0,3.472256398,0.751575276,3.220861408,0.099788447,4.473122946,0.722953541,3.310902101,0.094814652,2.674950787,0.751396487,3.207568283,0.100397141,4.480810962,0.722972336,3.310574752,0.094798833
0,1.850147638,0.717179803,3.545215113,0.055917056,2.421972844,0.6866144,3.635884175,0.052059108,1.420521654,0.728620003,3.477845441,0.057193082,2.533449067,0.6807603,3.649675218,0.051270326
0,2.045521654,0.710721616,3.575045938,0.050365795,2.647777296,0.680084087,3.661686422,0.047324544,1.59953248,0.719344723,3.518822685,0.051841954,2.833033666,0.673246458,3.678766818,0.046711992
0,3.639640748,0.717225279,3.592420903,0.060265261,4.815921632,0.683274942,3.694270546,0.055380647,2.755167323,0.728129113,3.536474139,0.062421968,4.822493645,0.683203793,3.702462098,0.055130917
0,3.451833169,0.719191115,3.598571235,0.060518783,4.299460599,0.690022262,3.691593572,0.055771583,2.714136319,0.732600056,3.542051126,0.063705214,4.518197036,0.689948745,3.701677986,0.056295086
0,4.345964567,0.674339738,3.604914578,0.050694632,5.553599107,0.650425539,3.67959893,0.047394759,4.058193898,0.676961044,3.586317205,0.050751077,5.890507781,0.643090539,3.696516105,0.046764665
0,3.973056102,0.682657787,3.614278162,0.05185897,4.943455887,0.660277058,3.68753255,0.048992531,3.455954724,0.69057715,3.574849561,0.052691233,5.323640647,0.654889123,3.707134099,0.048437037
0,4.105191929,0.666997928,3.713502174,0.043199612,5.660611321,0.639429431,3.799358696,0.040255736,4.372600886,0.664067466,3.72311767,0.042874406,5.880897762,0.639849307,3.81258994,0.040056829
1,3.0132874015748037,0.6431830535951879,3.6995196834417974,0.0564580549937467,3.786223572447145,0.6209730304021985,3.770410935256569,0.05295316462044667,1.8436269685039375,0.6877310509528838,3.5576731667899764,0.060715854097723815,3.6013392026784055,0.6221134723291999,3.7630771923823647,0.05335029369296137
1,3.110851377952754,0.6628594876589962,3.685804579694032,0.04949761773302842,3.6912393824787646,0.6241299927378607,3.766989255007717,0.04479465137242629,1.6011318897637798,0.687396837251826,3.543037102205776,0.05151620349627417,3.7307954615909242,0.6182947365876021,3.7745484424074225,0.044203403367436625
1,5.365342027559054,0.6726191651583825,3.6866763000265466,0.04989038042040928,7.643375286750577,0.638892767599101,3.7896794199277184,0.046036112656266476,5.589874507874018,0.6688748646588241,3.689878103877734,0.05001056620765588,7.8933597867195795,0.6334990647630534,3.798819870913883,0.045489960717660934
1,2.809670275590552,0.7194028307033262,3.441186357891018,0.057829605283234026,3.67958335916672,0.6868613948659948,3.5295198469696225,0.05447618465452072,2.0153789370078745,0.7167644517279761,3.4082287009665215,0.05885505569839265,3.6215512431024885,0.6821515665157258,3.533866572074787,0.05416439464536193
1,2.607344980314962,0.6872670048432721,3.5581731590241,0.05204297749904093,3.3197346394692784,0.6621331102586656,3.6300292488560637,0.04972904092996478,1.863250492125985,0.6929519584220192,3.509908812414014,0.05330926115953796,3.324818649637301,0.65736220818136,3.641539045400114,0.04928602584590623
1,4.583907480314962,0.6832031415723206,3.5719347169975726,0.052437111954302,4.969681939363878,0.6649343971701465,3.6185805592748888,0.04995749268577091,1.7089689960629935,0.7133457562101296,3.4378385475028703,0.05559247135339975,5.041850083700172,0.6612792819676055,3.6271348161837613,0.04978526157684716
1,3.1143577755905523,0.6539165337735876,3.8211001244297966,0.04470757269151257,4.431272862545725,0.6217406317731646,3.9188174767063533,0.041977399411429736,2.5904896653543283,0.6699665009950291,3.7641622471567877,0.04545108034307867,4.514849029698062,0.6150645932730859,3.939976707351375,0.04144545879766941
1,2.7905388779527573,0.6763732208033632,3.499302476607396,0.06533761633197095,3.3928327856655716,0.6508175573900014,3.5689880089976507,0.060643601726164315,1.8236958661417326,0.6947155943597959,3.4130115342912375,0.06555494409816946,3.5549011098022194,0.6516442244212701,3.576910826390623,0.060319808778993844
1,5.353715551181106,0.7585862870138882,3.0366720014608153,0.14382309422577833,6.32252464504929,0.744397753374767,3.0757373208953207,0.13969381940871886,3.6299212598425177,0.7764707715440382,2.9677382791553564,0.14809601304993625,6.511625023250046,0.7441320195636365,3.0761923805517175,0.14092539580701954
1,5.926550196850393,0.7407455610823586,3.1010133565224196,0.11227065819610157,7.332816665633331,0.7245553926484873,3.1570082082358457,0.10801376838664153,4.03617125984252,0.7511838373427553,3.0454760431617056,0.11462653235365067,7.2389484778969555,0.7244599047666087,3.155424945511371,0.10753350094957367
1,4.3980684055118076,0.7259451728912508,3.2132343714917595,0.16230567403761761,5.735817471634946,0.7052643854444405,3.27865469587443,0.15763057175565648,3.5348794291338574,0.7318019976560004,3.181872565238792,0.16357832837735986,5.401574803149607,0.7081286418746587,3.270430466969911,0.15884543437510212
1,6.52417568897638,0.7024949176765436,3.3045908992701474,0.1419750258323759,7.730671461342921,0.6890387998242211,3.3429656223131685,0.1386343088266808,4.492556594488188,0.7254235739136549,3.226525607376657,0.14753590792581975,8.149234298468597,0.6829283830338755,3.3600419452139887,0.138526543777621
1,4.072896161417321,0.7407253708410896,3.170192009706843,0.0911887825972919,6.577097154194306,0.6938423228846471,3.305505933936173,0.08091724441865399,4.727854330708663,0.7277325447018589,3.202610829823281,0.0890594507019094,6.552793105586211,0.6980882571327448,3.298834984381086,0.08208957685197908
1,3.8443651574803153,0.7582960070537632,3.4633696625180144,0.07451846709113329,5.135656271312544,0.731583425107883,3.55420531740827,0.0694371136401768,3.5548105314960643,0.7742199986899473,3.3919237904525494,0.07810384828533322,5.360716721433439,0.7312277718539383,3.557058851784242,0.0699595960541044
1,2.6836245078740175,0.6273514425221585,3.962255024315661,0.03588809100225622,3.0856841713683423,0.6116644209446127,4.029501511149924,0.0329451875966186,2.049581692913388,0.6237550051195203,3.9227027485371906,0.03491726154594887,3.181660363320727,0.6110252600773307,4.027618528127382,0.033727942525635185
1,4.582677165354329,0.6014852375816957,4.035302411358136,0.039320174770720626,6.243288486576973,0.5755786848022608,4.146615579110474,0.034944244728839134,4.809793307086615,0.5838192414345397,4.067808309541606,0.037154157071986015,6.597557195114395,0.5724965909848548,4.155356710654873,0.03470080323507413
1,2.449557086614174,0.6823887972739122,3.6096005217296825,0.05375688510166082,2.8084816169632347,0.6665309127107635,3.682540611214788,0.049596699168598296,1.8577140748031502,0.6752360422042947,3.5946463588790785,0.051896294832628746,2.9496558993118023,0.6640308006897339,3.696412165268013,0.04953713038432339
1,3.676734744094489,0.6268800441789558,3.905949904928795,0.041102504263114,5.562713125426255,0.5909575580668973,4.037786788246016,0.0362361913886206,4.744094488188977,0.5921218880870608,3.9847774629789052,0.03765830731124352,5.846549693099386,0.5877574631219924,4.047353776926432,0.03616272456675362
